[06Jul2025 00:00:01.637] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1209867 chunks (34.34%), ETA: 32:28:43, Rate: 19.8 cps, Current: -527, 275
[06Jul2025 00:00:58.161] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 5577ms or 111 ticks behind
[06Jul2025 00:01:01.329] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211008 chunks (34.37%), ETA: 42:06:56, Rate: 15.2 cps, Current: -521, 312
[06Jul2025 00:01:02.769] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211009 chunks (34.37%), ETA: 44:13:56, Rate: 14.5 cps, Current: -515, 317
[06Jul2025 00:01:04.109] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211065 chunks (34.37%), ETA: 42:43:44, Rate: 15.0 cps, Current: -516, 312
[06Jul2025 00:01:05.450] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211115 chunks (34.38%), ETA: 37:16:00, Rate: 17.2 cps, Current: -516, 304
[06Jul2025 00:01:06.860] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211171 chunks (34.38%), ETA: 35:02:12, Rate: 18.3 cps, Current: -517, 300
[06Jul2025 00:01:09.669] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211221 chunks (34.38%), ETA: 35:25:51, Rate: 18.1 cps, Current: -527, 303
[06Jul2025 00:01:11.596] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211249 chunks (34.38%), ETA: 34:41:41, Rate: 18.5 cps, Current: -522, 296
[06Jul2025 00:01:16.988] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211271 chunks (34.38%), ETA: 45:55:47, Rate: 14.0 cps, Current: -522, 293
[06Jul2025 00:01:18.502] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211299 chunks (34.38%), ETA: 46:12:51, Rate: 13.9 cps, Current: -528, 289
[06Jul2025 00:01:19.838] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 6703ms or 134 ticks behind
[06Jul2025 00:01:22.127] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211393 chunks (34.38%), ETA: 43:32:21, Rate: 14.7 cps, Current: -542, 321
[06Jul2025 00:01:23.690] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211455 chunks (34.39%), ETA: 32:03:02, Rate: 20.0 cps, Current: -537, 320
[06Jul2025 00:01:24.783] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211457 chunks (34.39%), ETA: 33:28:04, Rate: 19.2 cps, Current: -533, 322
[06Jul2025 00:01:27.237] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211521 chunks (34.39%), ETA: 32:21:55, Rate: 19.8 cps, Current: -536, 328
[06Jul2025 00:01:28.909] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211577 chunks (34.39%), ETA: 31:04:06, Rate: 20.7 cps, Current: -537, 330
[06Jul2025 00:01:30.257] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211621 chunks (34.39%), ETA: 30:15:04, Rate: 21.2 cps, Current: -542, 328
[06Jul2025 00:01:31.588] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211638 chunks (34.39%), ETA: 29:22:17, Rate: 21.9 cps, Current: -541, 332
[06Jul2025 00:01:38.228] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211666 chunks (34.39%), ETA: 41:06:51, Rate: 15.6 cps, Current: -538, 337
[06Jul2025 00:01:39.310] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211681 chunks (34.39%), ETA: 41:16:59, Rate: 15.6 cps, Current: -540, 340
[06Jul2025 00:01:40.372] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211711 chunks (34.39%), ETA: 39:54:17, Rate: 16.1 cps, Current: -543, 343
[06Jul2025 00:01:42.480] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211727 chunks (34.39%), ETA: 35:48:52, Rate: 17.9 cps, Current: -541, 347
[06Jul2025 00:01:43.934] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211775 chunks (34.39%), ETA: 34:15:30, Rate: 18.7 cps, Current: -536, 345
[06Jul2025 00:01:44.965] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211794 chunks (34.40%), ETA: 34:16:44, Rate: 18.7 cps, Current: -536, 348
[06Jul2025 00:01:46.106] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211817 chunks (34.40%), ETA: 34:10:36, Rate: 18.8 cps, Current: -529, 349
[06Jul2025 00:01:47.664] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211889 chunks (34.40%), ETA: 31:40:44, Rate: 20.3 cps, Current: -532, 337
[06Jul2025 00:01:48.877] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211917 chunks (34.40%), ETA: 32:42:41, Rate: 19.6 cps, Current: -526, 336
[06Jul2025 00:01:50.015] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211966 chunks (34.40%), ETA: 31:11:28, Rate: 20.6 cps, Current: -521, 343
[06Jul2025 00:01:51.218] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1211988 chunks (34.40%), ETA: 31:20:03, Rate: 20.5 cps, Current: -527, 350
[06Jul2025 00:01:52.610] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212032 chunks (34.40%), ETA: 32:07:14, Rate: 20.0 cps, Current: -521, 351
[06Jul2025 00:01:56.621] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212082 chunks (34.40%), ETA: 33:33:52, Rate: 19.1 cps, Current: -516, 346
[06Jul2025 00:01:56.641] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3456ms or 69 ticks behind
[06Jul2025 00:01:58.048] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212097 chunks (34.40%), ETA: 35:54:13, Rate: 17.9 cps, Current: -519, 343
[06Jul2025 00:02:03.755] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212130 chunks (34.40%), ETA: 35:14:26, Rate: 18.2 cps, Current: -519, 339
[06Jul2025 00:02:05.526] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212153 chunks (34.41%), ETA: 35:54:32, Rate: 17.9 cps, Current: -514, 335
[06Jul2025 00:02:07.066] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212181 chunks (34.41%), ETA: 35:52:33, Rate: 17.9 cps, Current: -515, 331
[06Jul2025 00:02:08.293] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212198 chunks (34.41%), ETA: 35:55:00, Rate: 17.9 cps, Current: -519, 333
[06Jul2025 00:02:10.274] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212249 chunks (34.41%), ETA: 35:36:40, Rate: 18.0 cps, Current: -528, 333
[06Jul2025 00:02:11.326] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212257 chunks (34.41%), ETA: 34:52:15, Rate: 18.4 cps, Current: -528, 329
[06Jul2025 00:02:13.755] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212293 chunks (34.41%), ETA: 36:52:57, Rate: 17.4 cps, Current: -523, 324
[06Jul2025 00:02:13.765] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2030ms or 40 ticks behind
[06Jul2025 00:02:14.927] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212317 chunks (34.41%), ETA: 36:42:10, Rate: 17.5 cps, Current: -528, 324
[06Jul2025 00:02:17.461] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212325 chunks (34.41%), ETA: 43:46:02, Rate: 14.7 cps, Current: -528, 322
[06Jul2025 00:02:21.380] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212345 chunks (34.41%), ETA: 58:48:43, Rate: 10.9 cps, Current: -520, 321
[06Jul2025 00:02:25.869] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212417 chunks (34.41%), ETA: 55:52:21, Rate: 11.5 cps, Current: -543, 352
[06Jul2025 00:02:27.564] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212473 chunks (34.41%), ETA: 50:15:05, Rate: 12.8 cps, Current: -540, 353
[06Jul2025 00:02:28.649] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212504 chunks (34.42%), ETA: 42:36:28, Rate: 15.1 cps, Current: -531, 354
[06Jul2025 00:02:29.938] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212538 chunks (34.42%), ETA: 41:05:17, Rate: 15.6 cps, Current: -536, 359
[06Jul2025 00:02:31.256] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212553 chunks (34.42%), ETA: 41:37:45, Rate: 15.4 cps, Current: -535, 360
[06Jul2025 00:02:32.308] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212581 chunks (34.42%), ETA: 40:32:38, Rate: 15.8 cps, Current: -530, 364
[06Jul2025 00:02:33.326] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212604 chunks (34.42%), ETA: 39:57:21, Rate: 16.1 cps, Current: -536, 364
[06Jul2025 00:02:39.713] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3079ms or 61 ticks behind
[06Jul2025 00:02:55.148] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212665 chunks (34.42%), ETA: 75:27:59, Rate: 8.5 cps, Current: -541, 366
[06Jul2025 00:02:56.674] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212694 chunks (34.42%), ETA: 84:09:18, Rate: 7.6 cps, Current: -538, 369
[06Jul2025 00:02:57.739] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212732 chunks (34.42%), ETA: 81:31:31, Rate: 7.9 cps, Current: -541, 375
[06Jul2025 00:02:58.955] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212746 chunks (34.42%), ETA: 89:06:07, Rate: 7.2 cps, Current: -542, 378
[06Jul2025 00:03:01.104] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212801 chunks (34.42%), ETA: 76:55:42, Rate: 8.3 cps, Current: -536, 378
[06Jul2025 00:03:02.237] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212835 chunks (34.42%), ETA: 75:19:16, Rate: 8.5 cps, Current: -532, 381
[06Jul2025 00:03:03.475] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212857 chunks (34.43%), ETA: 27:41:16, Rate: 23.2 cps, Current: -532, 377
[06Jul2025 00:03:04.731] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212909 chunks (34.43%), ETA: 25:05:53, Rate: 25.6 cps, Current: -534, 369
[06Jul2025 00:03:06.295] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212929 chunks (34.43%), ETA: 26:59:36, Rate: 23.8 cps, Current: -528, 368
[06Jul2025 00:03:07.371] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1212983 chunks (34.43%), ETA: 24:35:16, Rate: 26.1 cps, Current: -524, 375
[06Jul2025 00:03:08.526] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213006 chunks (34.43%), ETA: 25:06:04, Rate: 25.6 cps, Current: -525, 378
[06Jul2025 00:03:10.349] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213031 chunks (34.43%), ETA: 26:34:43, Rate: 24.1 cps, Current: -523, 381
[06Jul2025 00:03:14.457] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213057 chunks (34.43%), ETA: 31:31:39, Rate: 20.4 cps, Current: -520, 376
[06Jul2025 00:03:14.460] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 5675ms or 113 ticks behind
[06Jul2025 00:03:15.827] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213081 chunks (34.43%), ETA: 31:49:15, Rate: 20.2 cps, Current: -516, 379
[06Jul2025 00:03:17.501] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213113 chunks (34.43%), ETA: 31:56:41, Rate: 20.1 cps, Current: -516, 377
[06Jul2025 00:03:19.083] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213123 chunks (34.43%), ETA: 33:27:37, Rate: 19.2 cps, Current: -518, 375
[06Jul2025 00:03:23.683] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213163 chunks (34.43%), ETA: 36:41:33, Rate: 17.5 cps, Current: -515, 371
[06Jul2025 00:03:35.596] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213177 chunks (34.43%), ETA: 75:30:22, Rate: 8.5 cps, Current: -513, 369
[06Jul2025 00:03:37.987] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213195 chunks (34.44%), ETA: 99:29:33, Rate: 6.4 cps, Current: -514, 364
[06Jul2025 00:03:40.580] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213217 chunks (34.44%), ETA: 104:06:33, Rate: 6.2 cps, Current: -517, 365
[06Jul2025 00:03:42.054] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213265 chunks (34.44%), ETA: 84:43:21, Rate: 7.6 cps, Current: -524, 365
[06Jul2025 00:03:43.294] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213273 chunks (34.44%), ETA: 85:15:55, Rate: 7.5 cps, Current: -528, 361
[06Jul2025 00:03:44.397] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213317 chunks (34.44%), ETA: 73:36:04, Rate: 8.7 cps, Current: -521, 357
[06Jul2025 00:03:45.731] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213328 chunks (34.44%), ETA: 77:21:47, Rate: 8.3 cps, Current: -524, 356
[06Jul2025 00:03:56.451] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213369 chunks (34.44%), ETA: 69:19:45, Rate: 9.3 cps, Current: -522, 352
[06Jul2025 00:03:56.547] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 27112ms or 542 ticks behind
[06Jul2025 00:03:58.592] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213385 chunks (34.44%), ETA: 70:35:38, Rate: 9.1 cps, Current: -519, 352
[06Jul2025 00:04:04.274] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213441 chunks (34.44%), ETA: 69:25:51, Rate: 9.2 cps, Current: -543, 384
[06Jul2025 00:04:06.102] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213497 chunks (34.44%), ETA: 59:31:47, Rate: 10.8 cps, Current: -540, 385
[06Jul2025 00:04:07.189] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213505 chunks (34.44%), ETA: 60:14:27, Rate: 10.6 cps, Current: -534, 384
[06Jul2025 00:04:08.735] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213568 chunks (34.45%), ETA: 51:18:52, Rate: 12.5 cps, Current: -529, 391
[06Jul2025 00:04:10.086] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213579 chunks (34.45%), ETA: 52:08:48, Rate: 12.3 cps, Current: -535, 394
[06Jul2025 00:04:11.304] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213613 chunks (34.45%), ETA: 53:46:02, Rate: 11.9 cps, Current: -533, 398
[06Jul2025 00:04:12.322] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213665 chunks (34.45%), ETA: 47:23:03, Rate: 13.5 cps, Current: -541, 392
[06Jul2025 00:04:13.429] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213677 chunks (34.45%), ETA: 51:35:28, Rate: 12.4 cps, Current: -544, 392
[06Jul2025 00:04:14.464] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213723 chunks (34.45%), ETA: 46:32:46, Rate: 13.8 cps, Current: -538, 402
[06Jul2025 00:04:29.522] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213730 chunks (34.45%), ETA: 55:51:01, Rate: 11.5 cps, Current: -542, 404
[06Jul2025 00:04:31.142] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Chunky] Task running for minecraft:overworld. Processed: 1213777 chunks (34.45%), ETA: 51:08:37, Rate: 12.5 cps, Current: -544, 412
